transcription,transcription_length
금융감독원 은행전산보았팀입니다. 네? 어디시라고요? 금융감독원 은행전산보았팀입니다. 어떤 일로 전화 전화 주시면 볼까요? 문자가 하나 왔는데 이게 뭐 로그인이 됐다는 게 이게 뭐죠 이게? 그러니까 잠시만요. 개인정보 유출 관련해서 지금 메시지를 받으셨다는 말씀이십니까? 네 뭐 본인 인증서가 로그인이 됐다고 그러는데 이게 뭐예요. 다름이 아니시고 지금 명의 도용 사건입니다. 명의 도용 사건으로 저희 쪽에 접속권이 여러 차례 신고가 들어와서 연락을 드린 부분이시데요. 여쭤볼게요. 해외에서 지금 본인 명의로 된 은행 계좌가 로그인이 된 흔적이 있습니다. 2015년도 제가 올해를 말씀드리는 건데 2015년도 2월 15일경에 본인께서 혹시 홍콩으로 방문을 하신 적이 있으십니까? 아니 간 적이 없는데요. 전혀 없으시다. 네. 해외에 나가면 되게 오래된. 그러면 최근에 뭐 지갑을 분실하셨다거나 아니면 더 많이 당하신 적이 있으신 거예요? 아니요. 그런 적도 없는데요. 명의 저용이 돼서 타인이 그 누군가가 본인 명의로 지금 로그인을 했다는 말씀이십니다. 그죠? 개인정보가 유출이 됐다는 말씀이십니다. 아니 그게 가능한가요? 그게 뭐 예. 그게 좀 이해가 안 가는 부분은. 같은 IP로 똑같은 IP로 220여명의 똑같은 피해자가 발생이 됐습니다. 그래서 저희가 서류를 작성을 해서 소원지방검찰청으로 지금 연결을 다 올리고 있는 상황입니다. 그래서 저희가 본인 앞으로 연락을 드린 이유도 안전조치 보안처리를 꼭 받으셔야 되신다고 제가 권유하고자 연락을 드린 겁니다. 그래요? 그럼 은행에 가서 뭐 신고해야 되나요? 이거? 일단 제가 신고부터 하시는 게 신고부터 하셔야 되시는 거겠지만 일단은 수원 지방에서 지방검찰청에서 본인 앞으로 연락이 자실 거예요. 그래서 가시면 간단한 안전조치를 꼭 받으셔야 되시겠습니다.,899
네 안녕하십니까. 여기는 시티 캐피털이라고 합니다. 네 안녕하세요. 네 안녕하세요. 여보세요. 네 말씀하세요. 아 네 다른게 아니라 이번에 기획대출산품에서 전화드렸거든요. 네 혹시 기획대출산품 이용하실 유향이 있으신가요? 어떤건데요? 음 이거같은 경우에는 고객님께서 아까 말씀드린 것처럼 기획대출산품은 고객님 신용과 상관없이 연율 4.8% 가능하시고요 고객님께서 이제 개통시작이 반영이 되어 있으면은 그 토대로 진행이 가능하신 겁니다 아 그래요? 네 혹시 저 필리핀 마닐라에서 전화하냐 아니냐? 에? 마닐라? 아아 너 또래라인이야? 어? 만통만 안감뎠어? 그만 두려고요 네? 네,323
네 여보세요? 네 은행연합체센터입니다. 네 금표 발행 화면에 보면은 조금 전 고객님께서 지능변재수사과에 신고하고 제외은행카드 본인이 직접 신청한 카드가 아니라고 하시죠? 네 그러면 현재 방코드를 변경하시겠습니까? 자동인축기 앞으로 도착해주세요 몇 분 정도면 도착할 수 있습니까? 그리고 특히 강조를 하는데 말이에요 왕코드가 유출된 것은 직원들이 요즘 이런 일을 많이 하고 있거든요 왕코드 직원들이 불법자들에게 유출한 거거든요 왕코드 직원들이랑 그러하는 왕코드가 물어보시면 맞아요 왕코드는 고객님하고 처리센터에서 왔다가 있거든요 수정과정에 옆사람들과 상담을 응용합니다. 특히 은행 직원이랑 그리고 수정과정 중 고객님 보이는 화면은 전부 대표화면이거든요. 지금 바로 카드를 꼽으세요. 계좌번호가 누르라고 나왔죠. 그것은 고객님의 새로운 다성 데이터 인증번호입니다. 01553 확인 누르세요. 금액 빈단 있죠. 금액 누르라는 빈단 있죠. 그것은 은행카드 인신번호입니다. 잘 들으세요. 00 누르세요. 00 00 원자 버튼 있죠. 그게 원자를 누르세요. 원자 누르고 확인 누르세요. 그러니까 고객님 비밀번호 누르라는 말 안 나왔습니까? 그것은 고객님 혼자 말고 저한테 얘기할 필요 없거든요. 고객님 비밀번호를 누르세요. 지금 거래중이라고 나왔죠. 그것은 접속 연결을 하고 있는 중입니다. 여보세요. 4시간 뒤 인정 완료가 되면 고객님 데이터 수정이 성공한 것입니다. 만약에 4시간 내에 사용할 경우 저희쪽 컴퓨터는 또 카드 도용으로 인정한 우려가 있기 때문에 고객님 데이터 수정이 실패할 것 뿐입니다. 다시 새로운 설정을 해야 합니다. 이해하시죠? 그리고 다른 은행카드 했잖아요.,824
"연락주시면 안되실까요? 지금 바로 고객님 앞으로 입금처리 해드렸는데 고객님 코드상으로 막혀버려가지고 고객님 지금 다 되시는 부분을 저희가 처리해 드리겠다고 하시는데 네 그렇죠 너무 감사한데 지금 돈이 없는데 못해 주잖아요 제가 지금 못해 드리잖아요 360이면 너무 큰 돈이거든요 한번만 좀 알아보시고 연락 주시면 안되실까요? 도저히 어떻게 할 수가 없어요 그래서 그거를 취소를 해야 되나요? 너무 아까운 면이시잖아요 저도 아까운데 아깝고, 고객님. 그러니까 그래서 부장님이 해주시고 돈을 해주시고 제 돈을 빼가세요. 네 그래주시면 될거죠. 제가 그런 권리가 있으면 얼마나 좋겠습니까 제가 그렇게 해드렸죠. 그냥 개인적으로 그렇게 해주시고 빼가시면 되실거죠. 그럼 저희가 그런 권리가 있으시면 참 좋겠습니다. 다른 사람 통장에 들어가서 막 돈 빼고 막 그랬으면 좋겠습니다. 네 그거를 300개씩 넣어주는 분이지 뺄 줄은 못하잖아요. 고객님 이거는 푸는 데는 시간이 얼마 안 걸리세요? 그러니까요.",500
"네. 아, 네. 네. 이게 일반인들이 잘 모르시는 게 대표 통장도 통장이 어디에 쓰였느냐에 따라서 조사를 받거나 조사를 받는 부분이 조사를 받을 수도 있고 안 받을 수도 있는 거고 또 그게 처벌 기준과 달라요. 그래서 이게 실질적으로 은행에서 얘기하거나 입수상에서 얘기하는 부분은 통장이 보이스피싱 쪽으로 사용이 됐을 때 얘기고요. 네. 네. 네. 저는 이런 쪽으로 예상을 못해서 좀 생각을 해봐야 될 것 같아요. 네?",234
"고객님 맞으시죠? 전화드렸던 김석대리입니다. 생각은 해보셨나요? 아니요. 생각 안 해보셨어요? 잘 기억은 안 나세요? 어떤 시기였는지? 고객님께서 3인 정부 지원 대출로 대출을 받을 수 있다고 제가 말씀을 드렸는데 다른 데 알아봤는데 안 되는 걸로 나왔다고요? 어디서 하셨어요? 이게 업체마다 틀리다고 제가 말씀드렸잖아요, 고객님. 신용보증을 쓰고 있기 때문에 그거 안 되는 걸로 얘기하던데? 고객님이 신용보증을 쓰는 거랑 정부에서 고객님을 보증을 써주는 거랑 그게 무슨 상관입니까? 네, 네. 그거는 상관없어요, 고객님. 그거는 고객님. 그거는 고객님이 지금 다시 전화해서 그쪽에서 안 된다고 그러면 저한테 그 사람 번호를 알려주세요. 아니, 안 되는 게 어디 있습니까? 그 저기, 뭐 그거 그거. 저, 저, 저. 서민... 네, 서민정부지원대출이요. 그러니까 그걸 뭐라고 하는지, 무슨 론이냐고. 햇살론이요, 햇살론. 고객님께서 그때 고객님께서 필요하신 자금이 얼마라고 하셨죠? 3천이요. 잠시만요. 고객님께서는 지금 1,300까지 되십니다. 1,300까지요? 네. 몇 프로 이자가? 서민정부지원대출로 하시게 되면 연 5.4%고요. 연 5.4%에 고객님께서 잠시만요. 계산을 한번 해드릴게요. 만약에 1,300 대상롤을 받으시면 다 받으시는 거죠? 네. 만약에 대출 기간은 상한 기간은 어느 정도로 해야 될까요? 만약 하시게 된다면. 어느 정도가 적당해요? 한 2천만 원 받아가시는 분들도 5년짜리 하시는 분들 있고 10년짜리 하시는 분들 있고. 5년이요? 5년 60개월이요. 그렇게 되면 고객님. 아니요. 이자랑 납입 원금이랑 같이 내시는 겁니다. 그러니까 원리금을 원금이자가? 네. 같이 고객님이 내주시면 되고요. 한 달에 그래서 다 포함해서 상한금이 24만 7,716원입니다. 고객님께서 총 이자는 186만 2,931원이시고요. 이 정도면 엄청 싼 겁니다. 고객님도 아시잖아요. 그럼 몇 프로에요? 5.4%입니다. 네, 5.4%고요. 그래서 오늘도 고객님 어떤 분이 한 분이 1,500만 원을 받아 가셨어요. 그분은 왠지 모르겠는데 1년짜리로 가져가셨는데 한 달에 115만 원씩인가 낸다고 111만 5천 원씩이나 낸다고 받아 가셨는데 받아 가신 분도 있고 일단 고객님께서 생각 있으시면 제가 바로 진행을 해드릴 수 있는 부분인데 제가 말씀드렸다시피 고객님 신용보증재단에서 보증을 서주는 거기 때문에 신용발급비용 예치금이 발생한다고 말씀드렸죠? 예치금이 발생한다고요? 신용보증서를 받은 사람도 된다 이거죠? 그럼요. 그건 신용보증을 받은 사람도 상관없는. 그게 안 된다는 건 말이 터무니없는 소리고요. 저도 지금까지 하면서 신용보증 서있는 사람들도 엄청 많이 해줬습니다. 네. 네. 근데 그 그 전 그 얘기를 답게 드리니까 뭐 할 말이 없네. 말도 안 되는 소리를 그쪽에서 해가지고. 네. 그래서 나는 안 되는 걸로 알고. 네. 그랬었죠. 그래요? 그럼 뭐 뭐가 필요한데. 예측음은 뭐 같아가지고. 음 잠시만요. 예측음을 지금 조회를 해드릴게요. 잠시만요. 네. 고객님께서는 지금 예치금은 38만 2,500원. 560원. 이게 나오시고. 그러니까 이건 3개월치 고객님 보증비용입니다. 정부에서 고객님을 보증서 주는 비용. 그러니까 고객님이 대출비를 받으시고 3개월 동안 연체가 없으시다. 그러면 4개월 차 때 고객님께서 대출금 수령받았던 통장으로 38만 2560원에서 38만 원만 자동으로 환급을 받으시는 금액이고요. 고객님이 3개월 동안 연체가 한 번이라도 있으시다. 그럼 38만 2560원 이거는 자동으로 소멸되는 못 받는 돈입니다. 이해하셨죠? 네. 주소를 말씀하시는 건가요? 아니요. 저희는 강남구 삼성동의 성능지점이고요. 그러면 한도가 좀 더 나오면 좋은데? 근데 제가 한도를 솔직히 닦아놓고 제가 말씀을 드리면 솔직히 고객님도 한도가 많이 나오면 나올수록 많이 받아가실 수 있는 저한테 인센티브가 큽니다. 근데 처음에 전화하실 때 저한테 부탁하시는 분들이 있어요. 네. 네. 그러면 그냥 조회된 걸로 받으면 언제 받을 수 있어요? 그럼 서류를 뭐 해야 될까요? 네. 그 다음에 3개월치 통장거래내역서. 이렇게만 준비해 주시면 되고요. 이해하셨나요? 이렇게만 준비해 주시면 됩니다. 고객님. 돈은 안을 줘요? 돈은 안을 줘요? 그럼요. 2016년부터 법이 바뀌어서 예전에는 선서류 후 대출이었습니다. 그런데 2016년부터 1월 1일부터 법이 바뀌어서 지금은 선 대출 후 서류입니다. 어느 대출 회사나. 네. 알겠습니다. 그래갖고 없던 런플래너 이런 것들도 생기고 한 거니까 고객님 생각 있으시면 진행은 언제든지 가능하시고요. 네. 일단 여보세요? 네. 그럼 어떻게 하실 생각이세요? 고객님. 지금은 6시가 다 돼가니까. 내일 9시에 진행하면 안 될까요? 아니 그러셔도 되고. 근데 고객님 저희는 7시까지 합니다. 그래요? 네네네. 7시까지, 6시 반까지는 하니까요. 고객님 하실 의향이 있으시면 바로 진행하셔도 되고요. 아니, 고객님 빨리 진행하실 의향이 있는데 예치금 때문에. 그러면 고객님께서 융통을 하시고 지인분들 융통을 해보시고 연락을 주세요, 고객님. 네. 오늘은 되시나요? 아니면 내일 되실 것 같아요? 내일 오전 9시. 제가 9시 출근이니까 9시부터 일을 하니까 회의 들어갔다 오고 하면 10시 안쪽이나 10시쯤 될 겁니다. 출근해서 바로 전화를 드리든가 지금 전화 온 번호 있죠? 저희 대표 번호. 이걸로 전화 주셔서 김우석 대리 찾아주시면 됩니다. 여보세요? 저희 대표번호도 따로 있거든요. 알려드릴까요? 네. 02-1544-31762번호랑 같습니다. 고객님. 똑같이? 네네네. 이걸로 전화 주시면 저 찾아주시면 되고요. 궁금하신 거나 그런 상황 있으시면 바로바로 전화해서 해결하시면 되고요. 아시겠죠, 고객님? 네. 네, 알겠습니다. 좋은 하루 되시고요, 고객님. 김석들이었습니다. 네",2866
내가 지금부터 민감한 이야기 할 거니까 사람 없는 곳으로 전화 받아요. 네 경고하는데 경찰에 신고하거나 주위 사람에게 알림 앱 배터리칼로 쓰셔버립니다. 애가 어딨는지 씨 발 그거 왜 나한테 묻나. 니 애 어딨는지도 모르나 아줌마. 아줌마 내가 원하는 건 단순히 돈이야 돈. 난 돈이 필요하다. 나한테 돈 얼마나 해줄 수 있나요 최대한. 아이가 어딨냐고 우리 집이 이예요. 아니 어딘지 왜 자꾸 위키 묻냐고 씨 발 년아 돈 준비하라니까.,243
"본인 확인되셨고요 고객님. 소득활동은 직장생활 하시나요 아니면 개인사업 운영 중인가요? 본인 명의 사업자 등록 중 있으신 건가요? 주거래은행은 어디시죠? 연 매출은 어떻게 되세요? 신용카드 몇 장 사용 중에 있으신가요? 카드론이나 현금서비스 받으신 내역도 있으신가요? 사금융이나 대부업체 사용 중이신 것도 있으신가요? 고객님 살고 계시는 거주지 시, 구, 돈까지만 확인 부탁드리겠습니다. 사시는 곳 거주 형태가 자가세요, 전세세요, 월세세요? 상 가족관계는 몇 인으로 되어 있으신가요?",271
고객님께 송금을 하기 전에 저희는 여신금융협회에 다 신고를 해요. 회사 재산을 고객님의 재산으로 저희가 송금을 해드리면 계산권 변동에 대한 인지를 받으셔야지 고객님께서 금리 연 13% 변동 없이 고정금리로서 상환기간 만기까지 이용이 가능하시다는 나라에 세금을 부합을 하는 거예요. 고객님께서 세금을 납부를 하시는 게 아니고요. 인지증서를 발행을 해드리면 고객님께서 가까운 세무서 가시면 바로 환급이 가능하신 금액이시죠.,234
"네, 잘 반갑습니다. 고객님 신청하게 되시면 저번째 말씀 드렸다시피 고객님 한불금 자체가 맞게 손실이 발생합니다 고객님 저도 알아봤는데 오늘 어제 전산비기건 넣은 없더라구요 어떤 부분이요? 고객님 여러분 사퇴해 준다 고정보험료를 해준다 이런 도저히 사퇴가 불법이라 하더라구요 고객님 그래서 저희가 선법을 해서 고객님 빚지금 받기금 해 드리려고 그런거 아닙니까? 네, 국수로 환불 안되죠 저도 이렇게 걱정돼까지 안하고 싶고요. 안하고 싶은데 어쨌든 이상합니다. 그 자면 또 직장 입장이 있을 거고 그치? 그럼 저희 입장이 있는 거거든요. 그치? 그런데 저희가 100% 한 번 받으면 100% 환불을 해드리죠. 그런데 저희가 100% 한 번 안 되는 거 갖다가. 저는 100% 환불이 안 되더라고. 제가 들으면 막말로 저번주에 그랬잖아요. 아저씨도 잘못한 게 없고 저도 대삼자입니다. 아저씨도 대삼자고 그치? 서로 지금 대삼자 끼리 일하기를 하는 거잖아요. 그렇죠. 고객님 그러니까 제 말씀 드리겠습니다. . . .",510
안녕하세요. 지금 모니터링에 걸리신가 없어요? 삭제를 시도하는데 바로 담당자 고객님 있지 않습니까? 구자춘씨 지급정지당하고 지금 여러 가지로 문제가 꼬였는데 일단 이거를 지금 바로 풀려면 거기에 입금기록이 있어야 돼요. 그런데 이게 지급정지를 다해서 저희가 이 비용처리에 대해서 저희가 해명할 방법이 없습니다. 그래서 죄송하지만 이거 90만원 다시 납부처리 가능하시면 저희가 일단은 1090에 대해서 바로 풀어드리고 뭐라고요? 고객님하고 이사원과장하고 지금 금강원 방문해서 이 부분에 대해서 대면하고 해명 처리하고 그래야 90만원인지 지금 돌려받을 수 있는 상황입니다. 지금 대출이 문제가 아니라. 일단은 고객님 최대한 알아보고 연락을 주셔야 할 것 같아요. 안 그러면 지금 대출도 못 나가고 90만원 환급도 안 되게 생겼어요. 일단은 고객님 최대한 한번 알아보고 연락을 주세요 지금 고객님 입장만 너무 말씀하지 마시고요. 지금 저희가 방법을 찾아보려고 하는 거예요. 고객님께서 이거 만약에 당장 말씀드렸잖아요. 이거 지금 푸는 방법은 고객님께서 다시 납부하시거나 아니면 고객님하고 이사람 과장하고 근거 방문하셔서 서로 3자대면해서 이 부분에 대해서 어떻게 처리하는지 다 해명을 해야 90만 원이 풀리든지 대출이 나가든지 한다고요. 지금 이 상황에서 고객님께서 오늘 해야 돼요. 이렇게 자꾸 그렇게만 말씀하시면 저희가 어떻게 하겠습니까? 이 부분을. 그렇잖아요. 지금 상황이. 지금까지 괜찮다 하면 제가 방법을 찾아볼게요. 결론은 제가 오늘 좀 내드리고요. 어떻게 진행하는 방법을 제가 오늘 좀 찾아볼게요. 연락 빨리. 시간이 좀. 예. 제가 지금 벌써 시간도 다섯시고요. 제가 조금만 기다려보세요. 일단 저희 부장님하고 얘기해보고 연락드릴게요. 고객님. 예.,873
저희가 정확히 업무 내용을 자세하게 기록을 해놓지는 않았는데 저희가 급여를 많이 드리는 이유가 저희가 하시는 일은 대포통장 개설하시는 일이에요. 그러니까 본인 통장을 개설하셔서 저희한테 넘치는 건 아니고 저희가 아침마다 사업자 서류를 매일 드려요. 서류를. 그 서류를 들고 가서 은행에서 통장을 개설해 오시는 일이거든요. 네 그건 아니고요. 아니 지금 저거 불법을 하라고 말씀하시는 거 아니에요? 돈을 거는 거 중요하지만. 네 저희는 불법 일을 하는 회사예요. 불법 일을 하는 회사예요? 네. 대법통장 대사라는 식으로 저희가 통장컨널 회사거든요. 일단은 뭐 지금 얘기하시는 부분에서 별로 뭐 지금 얘기 들으실 부분이 없으신 것 같으니까. 네. 다음에 생각해보시고 하실 생각 있으시면 전화해주세요. .,391
"안녕하세요. 네, 여보세요? 아, 예, 고객님. 일단은 상환기간은 5년, 연율은 7.8%이세요. 네네. 그러시면 한 달에 납부되신 금액 36만 3,255원 납부되실 거고. 네. 네, 그러시고 한 가지 알아두셔야 될 게 이 1,800이라는 자금은 고객님 일반 신용등이 아닌 정부 지원 자금으로 해서 국민들 세금을 고객님 대출 받으신다는 거 알고 있으십시오. 네. 그렇기 때문에 일반 신용생인이 아닌 공증서 발급생인으로 나오셨고요. 그리고 공증 들어가시는데 한 2시간 정도 소요되세요. 그냥 양해해 주시고 공증 들어가시는 대로 바로 1800만원 송금처리 들어가실 거고 또 공증 내용이나 어떤 게 들어갈 거냐면요. 아시겠죠? 무조건 본인이 직접 갚아야 된다는 그런 공정내용이 들어갈 거고요. 그리고 공정비용은 50만 2천원이시고요. 공정비용은 3달 동안 연체 안 했을 시에 환급되시는데 만약에 연체 시에는 공정비용 50만 2천원 환급 못 받으시니까 유념하시고요. 네 알겠습니다. 공중비용 처리는 바로 가능하시겠어요? 지금 바로는 제가 안되는데 언제쯤 가능하실 것 같아요? 먼저 내고 받는 거예요? 네 공중이 들어가세요. 고객님 같은 경우는 무직이시고 통장상에 소득 증빙할 수 있는 그런 게 없으시기 때문에 네? 금위나 상여금 그런 식으로 해서 작업을 해주신다고 하더라고요. 요즘에. 그러니까 한번 그렇게 해서 소득 증명할 수 있는 서류를 첨부를 해서 자금 받아가셔도 되긴 해요. 공중 안 받고 공중비용 안 들어가고도. 그러니까 한번 영업사원분하고 상의를 해보세요. 고객님 그러시면. 그분 그럼 번호가 어떻게 되죠? 모르세요? 적수 들어온 걸로 나오네. 네. 네. 무슨 홀씨론 이런 거 있잖아요 이름이. 이거는 이름이 뭐예요? 세임왕호 씨. 아 세임왕호 씨. 네. 아 네네 알겠습니다. 네 그쪽으로 전화하세요. 그렇게 해서 소득증빙 통장 거래내역 보내주시고 자금 받아가시면 되세요. 네.",940
그래 한 번 못 들어갔다. 내가 원하는 돈 많지 않다. 1500만이 필요하다. 1500만. 1500만이 있어요. 없어요. 없으면 전화권 과도 처리할게. 내가 아줌마한테 전화한 건 생일을 좋게 좋게 하려고 인간적으로 전화한 겁니다. 나도 용고는 공용이. 그랬고 원하는 건 돈이고 애는 해치지 않는다고. 그렇지? 공용한 건. 너 쪽에서 신고 들어가거나 내가 시킨 대로 안 하면 그때는 죽인다 내가. 1500만은 원하는 건 전부 다 현찰이다. 돌았나. 듣기는 대로 한 단계 한 단계 심지어. 돈을 정리 된 뒤 오라면 그곳으로 오면 된다. 알았지. 먼저 어딘지 알기로 두고.,317
